[TEST Information]

 - Logging Start Time : 260127_132302
 - Project Name : 가감속-3kmh
 - Test Pulpose : 
 - Test Location : 
 - Test Mode : 

[Signal Description]

 - 속도 (km/h)
 - 지상고 (FR, FL, RR, RL) [mm]
 - 조향각 (FR, FL, RR, RL) [deg]
 - 가속도 (X / Y / Z) [g]
 - 각속도 (X / Y / Z) [deg/s]
 - 배터리 상태 (전압[V], 전류[A], SoC[%], 온도[°C])
 - 서보모터 상태
  · 전류 (현가 / 조향, FR/FL/RR/RL) [A]
  · 위치 (현가 / 조향, FR/FL/RR/RL) [deg]
 - 플랫폼 온도 [°C]

[Wheel & Motor Position Definition]

 - FR : Front Right
 - FL : Front Left
 - RR : Rear Right
 - RL : Rear Left

Logging Start
																																					
시간[Time]	속도[Km/h]	Hgt_Enc_FL[deg]	Hgt_Enc_FR[deg]	Hgt_Enc_RL[deg]	Hgt_Enc_RR[deg]	Steer_Enc_FL[deg]	Steer_Enc_FR[deg]	Steer_Enc_RL[deg]	Steer_Enc_RR[deg]	IMU_Acc_X[g]	IMU_Acc_Y[g]	IMU_Acc_Z[g]	IMU_AngVel_X[deg/s]	IMU_AngVel_Y[deg/s]	IMU_AngVel_Z[deg/s]	Vat_Volt[V]	Vat_Curr[A]	Vat_SoC[%]	Vat_Temp[C]	Hgt_Curr_FL[Ａ]	Hgt_Curr_FR[Ａ]	Hgt_Curr_RL[Ａ]	Hgt_Curr_RR[Ａ]	Steer_Curr_FL[A]	Steer_Curr_FR[A]	Steer_Curr_RL[A]	Steer_Curr_RR[A]	Hgt_Pos_FL[deg]	Hgt_Pos_FR[deg]	Hgt_Pos_RL[deg]	Hgt_Pos_RR[deg]	Steer_Pos_FL[deg]	Steer_Pos_FR[deg]	Steer_Pos_RL[deg]	Steer_Pos_RR[deg]	Platform_Temp[C]	Distance[m]
260127_132302.693	0	-3.7	-2.5	-4.4	-4.9	0.0	0.0	0.0	0.0	-0.007	0.006	-1.003	0.00	0.01	0.00	52.1	-7	40	9	0	0	0	0	-470	410	510	-470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0
260127_132302.704	0	-3.7	-2.5	-4.5	-5.0	0.0	0.0	0.0	0.0	-0.006	0.007	-1.003	-0.01	0.00	0.00	52.1	-7	40	9	0	0	0	0	-470	410	510	-470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0
260127_132302.715	0	-3.8	-2.5	-4.5	-5.0	0.0	0.0	0.0	0.0	-0.006	0.007	-1.004	-0.01	0.00	0.00	52.1	-7	40	9	0	0	0	0	-470	410	510	-470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0
260127_132302.725	0	-3.8	-2.5	-4.5	-5.0	0.0	0.0	0.0	0.0	-0.006	0.007	-1.003	-0.01	0.00	0.00	52.1	-7	40	9	0	0	0	0	-470	410	510	-470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0
260127_132302.735	0	-3.7	-2.5	-4.5	-4.9	0.0	0.0	0.0	0.0	-0.006	0.006	-1.004	-0.01	0.00	0.00	52.1	-7	40	9	0	0	0	0	-470	410	510	-470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0
260127_132302.745	0	-3.7	-2.4	-4.4	-5.0	0.0	0.0	0.0	0.0	-0.007	0.006	-1.004	0.00	0.00	0.00	52.1	-7	40	9	0	0	0	0	-470	410	510	-470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0
260127_132302.756	0	-3.8	-2.5	-4.4	-5.0	0.0	0.0	0.0	0.0	-0.006	0.006	-1.003	0.00	0.00	0.00	52.1	-7	40	9	0	0	0	0	-470	410	510	-470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0
260127_132302.765	0	-3.7	-2.4	-4.5	-5.0	0.0	0.0	0.0	0.0	-0.006	0.007	-1.004	0.00	0.00	0.00	52.1	-7	40	9	0	0	0	0	-470	410	510	-470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0
260127_132302.775	0	-3.6	-2.5	-4.4	-5.0	0.0	0.0	0.0	0.0	-0.007	0.007	-1.004	0.00	0.00	0.00	52.1	-7	40	9	0	0	0	0	-470	410	510	-470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0
260127_132302.786	0	-3.6	-2.5	-4.4	-4.9	0.0	0.0	0.0	0.0	-0.007	0.007	-1.004	0.00	0.00	0.00	52.1	-7	40	9	0	0	0	0	-470	410	510	-470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	0.0
