time_s,x_m,y_m,speed_mps,speed_kph,yaw_deg,yaw_rate_deg_s,roll_deg,pitch_deg,fl_steer_deg,fr_steer_deg,fl_fx_n,fr_fx_n,fl_fy_n,fr_fy_n
2.39,0.005874999757593769,-0.3251914365932246,0.06218498236888952,0.2238659365280023,2.065679424584593,5.705372599202132,0.20973224826530193,-0.0855880217177478,-97.9999617863253,-60.00002571454079,-5888.927506503474,6374.7804707088,-5888.927506503474,-6374.7804707088
2.4,0.0055013390001971045,-0.32633906968293214,0.12072992521613742,0.4346277307780947,2.1152343257676915,4.9562101382619845,0.07744333692489913,-0.08766081763916955,60.00002571454079,97.9999617863253,6318.36573776171,-6195.58204402544,-6318.36573776171,6195.58204402544
2.41,0.006327454850264708,-0.3275872049381932,0.14963200541847196,0.5386752195064991,2.199389163012711,8.414810863437673,-0.096367334084298,-0.08281245634499006,-97.9999617863253,-60.00002571454079,-6600.181921558752,5924.51365976447,6600.181921558752,5924.51365976447
2.42,0.006559183795058096,-0.3286235653101821,0.10609066366526972,0.38192638919497096,2.2764554920285405,7.70244826068807,-0.2734251242991011,-0.10757983278860854,60.00002571454079,97.9999617863253,6751.074680927688,-5696.58259646342,6751.074680927688,5696.58259646342
2.43,0.007160214678094594,-0.329547369196342,0.11006888361862635,0.3962479810270549,2.3318189815475403,5.532462296923192,-0.4189612147254521,-0.11557173240460322,-97.9999617863253,-60.00002571454079,-6804.32125935899,5518.92265806994,6804.32125935899,-5518.92265806994
2.44,0.007127119586396042,-0.3298944531639135,0.034685573201951224,0.12486806352702441,2.3547670671373906,2.2819128531837,-0.5436386310838661,-0.13311735357154666,60.00002571454079,97.9999617863253,6729.399842917034,-5335.869661441761,6729.399842917034,5335.869661441761
2.45,0.007283769733134957,-0.32951359493525045,0.041351189346266165,0.1488642816465582,2.373158042214638,1.8375248743847685,-0.6020754859988109,-0.13468234480500277,-97.9999617863253,-60.00002571454079,-6619.0986881607505,5361.75524380794,-1087.4438003618773,5361.75524380794
2.46,0.0072566499711571785,-0.32833733900761286,0.11785062451401618,0.4242622482504583,2.345813912115352,-2.7418176709239774,-0.5869531550014734,-0.1418798889044512,60.00002571454079,97.9999617863253,6518.098217791986,5462.075597692317,-6518.098217791986,5462.075597692317
2.47,0.0060538456850811745,-0.32705176860718127,0.17618757645154062,0.6342752752255463,2.2844224191182474,-6.141180206458405,-0.49538227315471695,-0.1441952362622649,-97.9999617863253,-60.00002571454079,6440.68283470021,-5745.6416961997475,-6440.68283470021,-5745.6416961997475
2.48,0.005657674087377381,-0.32550875612123364,0.15941656606210253,0.5738996378235691,2.1972679155274197,-8.691653502041657,-0.3903257605728841,-0.11708020828768538,60.00002571454079,97.9999617863253,-6331.339309749316,6103.526187674144,-6331.339309749316,-6103.526187674144
2.49,0.004948807221046344,-0.32355356252663486,0.208048772534879,0.7489755811255644,2.09864281903575,-9.85826978766064,-0.26667116277497965,-0.11122264916395566,-97.9999617863253,-60.00002571454079,6106.3915347894035,-6461.915166716663,-6106.3915347894035,6461.915166716663
2.5,0.005027458289763925,-0.321293913765647,0.22612546769710382,0.8140516837095737,1.9799404767076776,-11.863458111400274,-0.1086058699549952,-0.09698801394893411,60.00002571454079,97.9999617863253,-6014.339017251759,6705.567525086251,-6014.339017251759,-6705.567525086251
2.5100000000000002,0.004638739789447297,-0.31927566984430816,0.20552199325703246,0.7398791757253169,1.9212780780840992,-5.8673822627786105,0.06411297141262653,-0.10311476770827185,-97.9999617863253,-60.00002571454079,5899.626716824127,-6741.8860927509,-5899.626716824127,6741.8860927509
2.52,0.004931543718927959,-0.3176494936771692,0.1651782206821569,0.5946415944557648,1.9028839785429685,-1.8400835326656502,0.2052445708677079,-0.09705829110943688,60.00002571454079,97.9999617863253,-5774.897832411049,6693.592052529834,-5774.897832411049,-6693.592052529834
2.5300000000000002,0.004234937235741088,-0.31660254652865477,0.12570310752219938,0.45253118707991774,1.9101115121043335,0.7268866594525781,0.29854395712629167,-0.10861262603375973,-97.9999617863253,-60.00002571454079,5590.743823564413,-6609.634071500258,-5590.743823564413,-6609.634071500258
2.54,0.004159403185480444,-0.3159704286176689,0.06358858081653081,0.2289188909395109,1.9566172422726569,4.643378767491049,0.3350394060740963,-0.0949427446939026,60.00002571454079,97.9999617863253,-5577.021375026151,6551.424804693155,-5577.021375026151,-5197.63677605455
2.5500000000000003,0.00398821592904941,-0.316045892258215,0.01875423467737661,0.0675152448385558,2.0011360033914114,4.453382757129433,0.32580729005540776,-0.09765991982067922,-97.9999617863253,-60.00002571454079,5679.809584614399,-6472.267792270108,5679.809584614399,-6472.267792270108
2.56,0.0031525336757496553,-0.3165880882274101,0.09965311752804029,0.35875122310094504,2.0494281257512363,4.828328654072997,0.25027942249142704,-0.09625570426661366,60.00002571454079,97.9999617863253,-5992.784582064762,6415.899648582035,-5992.784582064762,6415.899648582035
2.57,0.0031414168109180057,-0.3173305265269598,0.07427262692390836,0.2673814569260701,2.1222338380840284,7.272402884176034,0.13658719030854316,-0.0777386031922059,-97.9999617863253,-60.00002571454079,6278.232109039404,-6327.390204481703,6278.232109039404,6327.390204481703
2.58,0.0024754148879715535,-0.3185716638179996,0.1408600945347582,0.5070963403251295,2.197420655194324,7.5192385472254655,0.006843206191196025,-0.08019307855412898,60.00002571454079,97.9999617863253,-6540.077949583907,6135.8088984743235,-6540.077949583907,6135.8088984743235
2.59,0.0029261083576271715,-0.3205491425483505,0.20280255992759164,0.7300892157393299,2.2784969024137505,8.107435475632697,-0.15964447520105166,-0.06501788461730794,-97.9999617863253,-60.00002571454079,6725.283475832561,5961.451910335088,6725.283475832561,5961.451910335088
2.6,0.00272501647366434,-0.32198092430173997,0.14454226274866513,0.5203521458951945,2.3257365129562957,4.720263433184686,-0.3834990544587987,-0.07821179115735614,60.00002571454079,97.9999617863253,6754.080966037881,-5763.975461135642,6754.080966037881,5763.975461135642
2.61,0.0033357583344912306,-0.32277038622190635,0.09974977952884286,0.3590992063038343,2.3505707787572683,2.4852401129857364,-0.5396910339966265,-0.0754157355658537,-97.9999617863253,-60.00002571454079,-6756.9081199749035,5618.348746823339,6756.9081199749035,5618.348746823339
